"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 26 15:48:12 GMT 2023","Mon Jun 26 15:48:12 GMT 2023","0","tests","test_docker_and_ci","","","","Автотест для проверки работы docker и github actions",""
